date,Mkt-RF,SMB,HML,RMW,CMA,MOM,STR,BAB,QMJ,RF
201301,5.57,0.52,0.92,-1.93,1.5,-1.86,-1.39,4.48,-2.14,0
201302,1.29,-0.37,0,-0.59,0.46,1.3,-1.09,1.82,0.53,0
201303,4.03,0.82,-0.26,0.3,1.35,1.95,-1.95,2.36,-0.65,0
201304,1.55,-2.3,0.59,0.18,0.44,0.24,-1.21,1.68,-0.62,0
201305,2.8,2.09,2.55,-1.69,-0.77,-1.81,1.69,-1.41,-0.66,0
201306,-1.2,1.39,-0.19,-0.34,-0.06,0.6,0.52,2.04,1.4,0
201307,5.65,1.78,0.55,-1.55,0.54,1.72,1.93,1.76,-1.36,0
201308,-2.71,0.01,-2.78,0.75,-2.16,0.03,-0.71,-0.37,0.66,0
201309,3.77,2.71,-1.18,-0.59,-1.29,3.01,-0.54,0.8,-0.9,0
201310,4.18,-1.48,1.15,2.92,0.91,0.16,-0.17,2.91,1.74,0
201311,3.12,1.36,0.24,0.3,0.09,0.41,0.76,1.97,1.29,0
201312,2.81,-0.52,-0.3,-0.49,0.07,0.07,1.25,0.23,-1.57,0
201401,-3.32,0.6,-2.08,-3.71,-1.35,1.7,0.27,1.96,-3.62,0
201402,4.65,0.13,-0.39,-0.41,-0.44,2.07,-0.27,-0.16,-1.29,0
201403,0.43,-1.18,5.09,1.99,1.9,-3.31,2.64,1.58,1.8,0
201404,-0.19,-4.14,1.14,3.61,1.03,-3.87,-2.08,0.25,0.7,0
201405,2.06,-1.84,-0.26,0.33,-1.08,1.14,0.52,1.08,0.2,0
201406,2.61,3.08,-0.74,-1.9,-1.95,0.7,-0.66,-0.36,-2.42,0
201407,-2.04,-4.25,0.01,1.01,0.48,-0.24,2.73,0.97,1.54,0
201408,4.24,0.3,-0.57,-0.5,-0.65,0.81,1.52,1.7,-0.64,0
201409,-1.97,-3.78,-1.22,0.96,-0.53,0.51,-0.16,2.47,3.42,0
201410,2.52,3.78,-1.69,-0.65,-0.14,0.02,-2.72,2.07,4.04,0
201411,2.55,-2.26,-2.99,1.45,0.2,1.03,-3.45,2.29,2.61,0
201412,-0.06,2.84,2.07,-1.38,0.89,1.08,-1.06,0.41,-0.06,0
201501,-3.11,-0.86,-3.47,1.54,-1.68,3.86,-0.45,2.62,-1.05,0
201502,6.13,0.24,-1.77,-1.09,-1.69,-2.86,3.63,-2.02,0.59,0
201503,-1.12,3.08,-0.45,0.11,-0.53,2.97,-0.11,1.3,0.04,0
201504,0.59,-3.02,1.85,0.03,-0.54,-7.37,4.1,-2.02,-0.86,0
201505,1.36,0.82,-1.33,-1.83,-0.7,5.97,2.55,2.72,-0.17,0
201506,-1.53,2.83,-0.81,0.37,-1.5,3.1,-3.56,1.92,2.22,0
201507,1.54,-4.57,-4.14,-0.3,-2.61,10.29,-5.18,4.96,2.06,0
201508,-6.04,0.4,2.69,0.63,1.25,-2.08,1.64,-1.49,1.8,0
201509,-3.08,-2.83,0.53,1.38,-0.52,5.31,-3.31,5.47,5.45,0
201510,7.75,-2.16,-0.09,0.9,0.44,-3.94,0.85,-1.08,0.62,0
201511,0.56,3.36,-0.51,-2.75,-1.07,2.27,-0.02,1.29,0.32,0
201512,-2.17,-2.98,-2.57,-0.04,0.12,3.42,1.14,2.55,0.98,0.01
201601,-5.77,-3.51,2.1,2.28,3.01,1.43,-2.75,0.81,7.78,0.01
201602,-0.07,0.92,-0.48,3.22,2.12,-4.09,-0.92,-0.56,2.67,0.02
201603,6.96,1.14,1.14,1.08,-0.01,-5.17,1.54,-2.48,-2.25,0.02
201604,0.92,1.18,3.25,-2.98,1.94,-6.22,0.11,-2.66,-4.96,0.01
201605,1.78,-0.71,-1.8,-1.23,-2.59,1.91,0.12,2.19,0.48,0.01
201606,-0.05,0.48,-1.49,1.12,1.93,4.21,1.55,2.87,0.46,0.02
201607,3.95,2.67,-1.13,1.59,-1.27,-3.06,4.48,2.34,-0.1,0.02
201608,0.5,1.72,3.34,-1.47,-0.35,-3.13,-0.32,-1.87,0.29,0.02
201609,0.25,1.75,-1.49,-1.92,-0.04,-0.55,0.01,-0.21,-3.42,0.02
201610,-2.02,-3.97,4.16,1.24,0.2,0.64,2.71,1.18,3.39,0.02
201611,4.86,6.81,8.27,-0.5,3.67,-4.21,0.04,-1.64,0.85,0.01
201612,1.82,0.39,3.61,0.98,-0.25,-0.38,-1.06,3.86,1.87,0.03
201701,1.94,-1.28,-2.68,0.13,-0.94,-0.91,3.44,0.08,-2.59,0.04
201702,3.57,-2.14,-1.79,0.62,-1.74,-1.66,-1.11,1.83,0.87,0.04
201703,0.17,0.81,-3.17,0.83,-1,-0.97,-0.96,1.4,0.6,0.03
201704,1.09,0.51,-1.91,2.13,-1.55,0.52,-2.2,1.99,2.63,0.05
201705,1.06,-3.07,-3.75,1.32,-1.84,1.43,-3.59,2.44,2.39,0.06
201706,0.78,2.46,1.32,-2.13,-0.06,-0.22,4.02,0.03,-1.41,0.06
201707,1.87,-1.59,-0.28,-0.58,-0.14,1.62,2.04,0.29,0.26,0.07
201708,0.16,-1.87,-2.26,0.44,-2.44,3.57,-0.4,-0.05,0.03,0.09
201709,2.51,4.8,3.02,-1.5,1.64,-1.2,2.73,-0.19,-0.92,0.09
201710,2.25,-1.94,-0.08,1.18,-3.32,4.28,-0.83,0.37,2.26,0.09
201711,3.12,-0.39,0.02,3.05,0.04,-0.75,0.31,1.83,2.21,0.08
201712,1.06,-1.04,0.1,0.78,1.62,-1.59,-0.76,0.07,-2.05,0.09
